word,dlt_stor
the,1
problem.,0
He,1
said,1
that,1
whoever,2
could,2
kill,4
the,4
boar,3
and,2
bring,4
as,4
proof,3
its,3
head,2
to,2
the,2
Manor,2
House,1
would,1
be,1
rewarded,1
with,1
land,2
and,1
fame.,0
It,1
was,1
the,1
people,6
of,6
Bradford,5
and,4
the,4
people,4
who,4
knew,4
them,3
who,3
rejoiced,3
at,3
this,3
proclamation,2
but,1
one,2
question,1
remained:,2
who,1
would,1
kill,1
the,1
boar?,0
By,1
the,1
handsome,1
reward,1
many,1
felt,2
"tempted,",4
but,1
the,2
thought,2
of,2
the,2
boar,2
with,2
its,2
deadly,2
tusks,3
and,2
face,2
like,2
thunder,1
soon,1
put,1
an,1
end,1
to,1
their,1
ambitions.,0
"However,",2
there,1
was,1
one,1
"huntsman,",4
who,2
was,2
still,2
wet,2
behind,2
the,2
"ears,",2
who,1
decided,1
the,2
prize,1
was,1
worth,1
a,2
"shot,",2
in,1
spite,1
of,1
the,2
boar's,3
reputation.,0
The,1
huntsman,1
discovered,1
the,2
boar,1
preferred,1
to,1
come,2
out,1
in,1
the,1
middle,1
of,1
the,1
day.,0
So,0
he,1
went,3
to,3
the,3
wood,3
by,3
the,3
well,2
with,2
his,2
good,2
"bow,",2
to,1
bide,1
his,1
time.,0
Around,1
"noontime,",2
the,2
"boar,",4
feared,2
by,2
the,2
"locals,",2
came,4
"out,",6
as,3
slow,3
as,3
a,3
"snail,",4
from,2
among,2
the,2
"trees,",2
just,1
as,1
the,2
huntsman,1
had,1
predicted.,0
The,1
huntsman,1
leaped,3
from,3
his,3
hiding,3
place,2
and,1
through,2
the,2
heart,2
with,2
his,2
fine,2
arrows,1
shot,1
the,1
boar.,0
Now,1
the,2
problem,1
was,2
no,2
longer,1
to,1
kill,1
the,1
boar.,0
It,1
was,1
to,1
find,1
a,1
way,1
to,1
carry,2
the,2
boar,1
back.,0
The,1
head,1
was,1
too,1
heavy,3
for,3
the,4
little,4
huntsman,3
to,3
carry,4
back,3
to,3
the,3
Manor,3
"House,",4
but,1
the,2
"huntsman,",4
who,2
was,2
as,2
quick-witted,4
and,3
cunning,2
as,2
"ever,",2
asked,2
"himself,",2
'What,3
else,1
can,1
I,1
do,1
to,1
prove,1
I,1
killed,1
the,1
boar?',0
The,1
next,1
instance,0
he,1
opened,4
the,5
boar's,9
mouth,3
and,2
cut,3
out,2
its,2
"tongue,",2
taking,3
that,2
as,2
proof,1
for,1
the,1
Lord.,0
He,1
set,5
out,4
for,4
the,4
Manor,4
House,3
as,3
quickly,3
as,3
he,3
could,2
and,1
he,1
had,1
only,1
been,1
gone,2
a,2
few,2
minutes,1
when,1
a,2
second,2
"huntsman,",4
not,2
so,2
bold,4
as,4
the,4
first,3
but,2
a,3
little,2
more,2
"cunning,",2
came,1
on,1
the,1
scene.,0
Seeing,2
the,2
slain,2
carcass,2
of,2
the,2
"boar,",2
the,2
huntsman,1
rejoiced,1
in,1
his,1
good,1
fortune.,0
The,1
second,1
huntsman,1
knew,3
a,4
shortcut,4
to,4
the,4
Manor,4
House,3
was,3
just,3
around,3
the,3
nearby,3
"pond,",4
"and,",2
being,2
a,2
bigger,2
man,2
than,2
the,2
"first,",2
was,1
able,1
to,1
pick,4
up,3
the,4
boar's,7
head,2
and,1
carry,3
it,2
through,2
the,2
wood,1
towards,1
the,1
prize,1
that,1
awaited,1
him.,0
The,1
Lord,2
of,2
the,2
Manor,1
was,1
seated,2
in,2
his,2
hall,1
when,1
the,2
second,2
huntsman,1
burst,3
through,3
the,3
door,2
and,1
began,1
to,1
spin,1
a,1
line.,0
'The,1
woes,2
of,2
Bradford,1
are,1
ended!',0
he,1
announced.,0
'With,1
my,1
own,1
hand,1
I,1
have,1
slain,1
the,1
boar!',0
"And,",2
with,2
"that,",2
at,2
the,2
feet,2
of,2
his,2
lord,1
he,1
dropped,1
the,2
boar's,3
enormous,1
head.,0
'Then,1
you,1
will,1
be,1
"rewarded,",2
as,1
I,1
promised.',0
'But,2
"first,",2
let,2
me,2
examine,2
the,2
head,2
of,2
this,2
"monster,'",3
said,1
the,1
Lord,1
of,1
the,1
Manor.,0
To,1
not,1
examine,3
the,3
head,2
in,2
advance,1
had,1
not,1
been,1
very,1
clever,1
on,1
the,1
part,1
of,1
the,1
huntsman.,0
Right,1
"away,",2
the,2
Lord,1
noticed,3
the,4
tongue,4
of,4
the,4
boar,3
was,3
missing,2
and,1
"exclaimed,",2
'What,3
is,1
this?,0
A,1
boar,1
with,1
no,1
tongue?',0
He,1
looked,2
at,2
the,2
"huntsman,",2
dubiously.,0
'How,1
come,1
this,2
creature,1
has,1
no,1
tongue?',0
he,1
demanded.,0
All,1
eyes,1
were,1
on,1
the,1
huntsman.,0
The,1
huntsman,2
questioned,2
by,2
the,2
Lord,1
"replied,",2
'I,2
cannot,2
"say,",0
my,1
Lord.',0
He,1
was,1
suddenly,1
realizing,1
his,2
tricky,2
situation,1
could,1
end,2
badly,1
for,1
him.,0
Through,1
the,1
door,1
at,2
this,2
"moment,",2
the,2
first,2
huntsman,1
burst.,0
'The,1
woes,2
of,2
Bradford,1
are,1
ended!',0
he,1
cried.,0
'I,1
have,1
slain,1
the,1
boar,1
the,2
people,2
of,2
Bradford,1
dreaded!',0
All,1
eyes,1
turned,1
to,1
the,1
man,1
who,1
now,1
stood,1
in,1
the,1
doorway.,0
'The,1
reward,1
is,1
already,1
"given,'",3
said,1
the,1
Lord,1
of,1
the,1
Manor.,0
'The,1
man,2
here,1
has,1
brought,2
to,2
me,1
the,2
boar's,3
head.',0
'Then,1
where,1
is,1
its,1
tongue?',0
the,1
first,1
huntsman,1
replied.,0
"And,",2
so,2
"saying,",2
he,1
drew,4
out,3
the,4
boar's,7
tongue,3
he,3
had,3
put,3
in,3
his,3
hunting,3
pouch,2
and,1
related,1
how,1
he,1
had,1
ambushed,4
the,4
creature,3
in,3
the,3
wood,2
and,1
cut,3
out,2
its,2
tongue,1
as,1
proof,1
of,1
his,1
victory.,0
Listening,2
to,2
the,2
"tale,",2
the,2
Lord,2
of,2
the,2
Manor,1
tried,1
to,1
discern,0
which,1
huntsman,1
was,1
telling,4
him,3
the,3
truth,2
and,1
what,1
the,2
two,2
huntsmen,1
were,1
thinking,1
as,1
they,1
waited,1
for,1
him,1
to,1
make,1
a,1
decision.,0
Almost,1
"instantly,",2
the,2
Lord,1
saw,1
that,1
the,2
second,2
huntsman,1
had,1
fed,4
him,3
a,3
pack,3
of,3
lies,2
and,1
it,1
was,1
the,1
first,1
huntsman,1
who,1
was,1
the,1
true,1
savior,1
of,1
Bradford.,0
The,1
Lord,1
believed,3
the,4
second,4
huntsman,3
had,3
tried,3
to,3
steal,3
the,4
first,4
huntsman's,7
prize,2
and,1
so,1
proclaimed,2
the,2
first,2
huntsman,1
the,1
true,1
victor.,0
The,1
Lord,1
wondered,2
for,2
a,2
moment,1
why,1
he,1
always,1
encountered,2
so,3
much,2
chicanery,1
in,1
his,1
everyday,1
interactions.,0
The,1
huntsman,2
who,2
had,2
earned,3
his,3
prize,2
fair,3
and,2
square,1
received,2
as,2
his,2
reward,1
a,1
piece,2
of,2
land,3
just,2
outside,2
the,2
"town,",2
known,2
thereafter,1
as,1
Hunt,1
Yard.,0
His,1
fame,1
was,1
indeed,1
"assured,",4
but,1
it,1
was,1
not,1
nearly,1
as,1
lasting,1
as,1
that,1
of,1
the,1
fearsome,1
Bradford,1
Boar.,0
A,1
clear,3
and,2
joyous,1
day,1
it,1
was,2
and,1
out,2
on,2
the,2
wide,2
open,2
"sea,",2
thousands,4
upon,4
thousands,3
of,3
sparkling,3
water,3
"drops,",4
excited,2
by,2
getting,2
to,2
play,2
in,2
the,2
"ocean,",2
danced,1
all,1
around.,0
One,2
of,2
these,1
was,1
a,1
merry,1
little,1
fellow,4
named,4
"Aqua,",6
who,3
danced,4
on,4
the,4
silver,4
backs,4
of,4
the,4
fishes,3
as,3
they,3
plunged,4
up,5
and,4
down,3
in,3
the,3
"waves,",4
"and,",2
no,2
matter,1
how,2
high,2
he,2
"sprung,",2
he,1
always,1
came,2
down,2
again,1
into,1
his,2
mother's,3
lap.,0
His,1
"mother,",2
you,2
"know,",2
was,1
the,1
"ocean,",4
and,1
very,2
beautiful,1
she,1
looked,2
that,2
summer,2
day,1
in,1
her,1
dark,1
blue,1
dress,2
and,1
white,1
ruffles.,0
By,1
and,2
"by,",2
the,2
happy,2
water,2
drop,1
tired,4
of,4
his,4
"play,",6
and,2
looking,3
up,2
to,2
the,2
clear,2
sky,2
above,2
"him,",2
thought,1
he,1
would,1
like,2
to,2
have,2
a,2
sail,2
on,2
one,2
of,2
the,2
"white,",4
marshmallow-like,2
"clouds,",2
instead,2
of,1
spending,2
his,2
whole,2
life,1
in,1
the,1
ocean.,0
Of,1
the,1
"sky,",2
little,2
Aqua,1
had,1
always,1
been,1
"afraid,",4
but,1
he,1
decided,3
to,3
finally,3
face,3
his,3
demons,2
and,1
suggested,1
a,2
solution,2
involving,3
the,3
sun,2
carrying,4
him,3
up,2
to,2
the,2
sky,1
would,1
be,1
ideal.,0
The,1
sun,1
understood,2
Aqua's,7
request,2
came,2
from,2
his,2
"heart,",2
so,1
he,1
acquiesced,2
and,1
also,1
took,2
ever,3
so,3
many,2
other,2
"drops,",2
so,2
that,1
Aqua,1
might,1
not,1
be,1
lonesome,1
on,1
the,1
way.,0
It,1
was,1
only,1
the,1
sun,2
that,2
knew,2
"this,",2
"however,",0
for,1
all,2
the,2
other,2
drops,1
had,1
been,1
changed,3
into,3
fine,3
mist,4
or,3
vapor,2
and,1
Aqua,1
could,1
not,1
see,1
them.,0
Do,1
you,1
know,1
what,1
vapor,1
is?,0
If,1
you,1
breathe,3
into,3
the,3
"air,",4
when,2
it,2
is,2
cold,2
"enough,",2
you,1
will,1
see,0
it,1
coming,3
out,3
of,3
your,3
mouth,2
thick,3
and,2
fast,1
like,0
steam.,0
When,1
the,2
vapor,1
is,1
quite,1
near,1
the,1
"earth,",2
we,1
call,1
it,1
'fog'.,1
Into,1
vapor,1
the,2
water,2
drops,2
that,2
danced,2
in,2
the,2
ocean,1
had,1
been,1
"changed,",0
because,1
in,2
their,2
own,2
shape,1
they,1
were,1
too,1
heavy,1
for,1
the,2
sunbeams,2
that,2
the,3
sun,2
let,2
out,1
to,1
carry.,0
Higher,3
and,2
higher,1
they,1
"sailed,",4
and,1
though,1
it,1
was,1
"grand,",0
Aqua,4
and,3
his,3
friends,2
were,2
like,2
fish,2
out,2
of,2
"water,",2
so,0
they,1
grew,1
quite,1
dizzy.,0
They,1
enjoyed,3
looking,4
down,4
on,4
the,4
world,4
"below,",6
while,3
the,4
wind,3
scattered,4
them,3
across,3
the,3
four,3
corners,3
of,3
the,3
"earth,",4
but,1
after,2
a,2
while,1
it,1
grew,3
nearly,2
time,1
for,1
the,2
sun,1
to,1
go,1
to,1
bed.,0
He,1
became,3
very,3
red,3
in,3
the,3
"face,",4
and,1
began,1
to,1
sink,2
lower,3
and,2
"lower,",2
until,1
suddenly,1
he,1
went,2
clear,1
out,1
of,1
sight!,0
Poor,1
little,1
"Aqua,",4
frightened,2
by,2
the,2
impending,2
cold,3
and,2
"darkness,",2
wished,1
he,1
could,1
sleep,0
not,2
in,3
the,3
"sky,",4
but,1
somewhere,1
closer,1
to,1
earth.,0
Then,1
Aqua,1
heard,3
the,4
wind,3
blow,2
and,1
conjectured,1
that,1
maybe,2
the,2
wind,1
could,1
take,3
him,2
back,2
down,1
to,1
the,1
ocean.,0
"Indeed,",2
the,2
wind,1
took,4
pity,3
on,3
him,2
and,1
fanned,2
"him,",4
together,2
with,2
all,2
of,2
his,2
brothers,3
and,2
"sisters,",2
into,1
a,1
heavy,1
gray,1
"cloud,",0
after,1
which,1
he,1
blew,4
them,3
apart,2
and,1
told,2
them,1
to,1
hurry,4
"down,",6
fast,4
and,3
furious,2
to,2
the,2
"earth,",2
so,1
they,1
could,1
have,1
a,1
fighting,1
chance,1
of,1
reaching,1
the,1
ocean.,0
Down,1
they,1
"went,",4
rolling,4
over,4
each,4
other,3
until,3
with,4
a,4
patter,7
and,6
clatter,5
and,4
spatter,3
they,3
touched,3
the,3
"ground,",4
and,1
all,2
the,2
people,2
that,2
the,3
raindrops,2
fell,2
on,1
"cried,",6
'It's,9
"raining',",6
and,1
took,2
out,1
their,1
umbrellas.,0
Some,2
of,2
the,2
drops,2
that,2
were,2
the,2
most,2
"fortunate,",4
including,2
"Aqua,",2
fell,3
on,3
a,3
"mountainside,",4
and,1
down,2
the,2
rocky,2
cliff,1
they,1
ran.,0
Together,1
they,1
plunged,1
into,1
a,1
mountain,1
"brook,",2
which,1
came,2
foaming,7
and,6
dashing,5
"along,",8
leaping,4
over,4
rocks,3
and,2
rushing,2
down,2
the,2
"hillside,",2
until,1
in,2
the,2
valley,2
below,1
they,1
heard,1
the,1
strangest,1
clattering,1
noise.,0
The,1
little,1
water,1
drops,1
were,1
then,1
able,1
to,1
make,2
out,1
a,1
flour,1
mill,1
that,1
was,1
standing,1
on,1
the,1
bank.,0
Inside,1
the,1
"mill,",2
the,2
water,2
drops,1
saw,1
two,1
great,1
"stones,",2
which,2
the,3
big,3
wheel,2
kept,1
whizzing,0
round,2
and,1
round.,0
The,1
"stones,",2
smoothed,1
by,2
the,2
"spinning,",2
were,1
busy,0
grinding,5
the,5
wheat,4
into,4
flour,3
and,2
the,2
corn,1
into,1
golden,1
meal.,0
But,1
what,2
giant,1
do,1
you,1
suppose,1
it,1
was,1
who,1
could,1
turn,3
and,2
swing,1
that,1
tremendous,1
wheel?,0
No,1
giant,1
at,1
all.,0
It,1
was,1
just,1
our,1
tiny,1
little,1
water,1
"drops,",2
who,1
sprang,4
on,4
it,3
by,3
hundreds,4
and,3
"thousands,",4
and,1
whirled,2
it,1
over,1
and,0
over.,0
It,1
was,1
lucky,2
for,2
the,2
water,2
drops,1
that,1
the,2
brook,2
where,2
they,2
were,2
swimming,2
next,1
emptied,1
into,1
a,1
beautiful,1
pond,1
where,1
ducks,3
and,2
geese,1
were,1
living,1
peacefully.,0
Aqua,1
liked,3
to,3
play,4
hide-and-seek,3
in,3
this,3
"pond,",4
and,1
it,1
was,1
his,1
brother,1
water,1
drop,1
who,1
he,1
fooled,1
by,1
swimming,5
to,5
a,5
big,5
pool,5
of,5
water,4
and,3
pretending,3
to,3
hide,3
"there,",4
but,1
then,1
sneaking,2
under,2
a,2
rock,1
into,1
an,1
obscured,1
little,1
puddle.,0
His,1
brother,1
had,1
blatantly,1
peeked,3
and,2
even,2
followed,3
Aqua,2
as,2
he,2
entered,2
the,2
big,2
pool,2
of,2
"water,",2
so,1
when,2
he,2
searched,4
there,3
and,2
could,2
not,2
find,2
"him,",2
he,1
was,1
extremely,1
surprised,2
and,1
gave,1
up.,0
Aqua,1
liked,6
this,6
pond,6
where,6
he,6
could,6
play,6
all,6
"day,",10
so,5
he,5
stayed,5
a,5
good,5
"while,",8
sailing,5
up,6
and,5
"down,",8
taking,7
the,8
ducks',15
backs,7
for,7
ships,6
and,5
the,5
frogs,5
for,5
"horses,",8
but,3
after,4
a,4
time,3
he,3
tired,3
of,3
the,3
dull,3
"life,",4
and,1
he,3
and,2
his,2
brothers,1
floated,3
under,3
a,3
bridge,2
for,2
a,2
long,2
"distance,",2
until,1
they,1
saw,1
another,1
brook,1
tumbling,1
down,1
a,1
hillside.,0
"'Come,",0
let's,2
join,1
hands!',0
cried,3
Aqua,2
and,1
because,2
the,3
water,3
drops,2
were,2
all,2
"together,",2
overcoming,2
the,2
brook,1
was,1
child's,3
play.,0
It,1
was,1
by,1
the,1
help,2
of,2
Aqua,3
and,2
his,2
brothers,1
that,1
the,2
bewitching,2
river,1
was,1
able,2
to,2
float,2
heavy,2
"ships,",2
though,1
not,2
so,2
long,2
ago,1
it,1
was,1
only,1
a,1
little,1
stream.,0
As,1
the,2
river,1
grew,4
wider,3
and,2
he,2
could,2
almost,2
see,2
the,2
"ocean,",2
Aqua,1
realized,0
his,1
journey,1
was,1
almost,1
over,2
and,1
he,1
had,1
come,1
full,1
circle.,0
Back,2
in,2
the,2
"ocean,",2
he,1
felt,1
right,1
at,0
home.,0
For,1
"him,",2
this,1
was,1
the,1
"safest,",2
sweetest,1
place,1
in,1
the,1
whole,1
wide,1
world.,0
During,1
the,1
warm,1
summer,1
"evenings,",2
if,2
you,2
take,2
a,2
walk,2
on,2
the,2
sea,2
"beach,",2
you,1
will,1
hear,3
the,3
gentle,3
rippling,3
swash,3
of,3
the,3
waves,2
and,1
some,1
say,1
that,1
it,1
must,1
be,1
the,1
gurgling,1
voices,1
of,1
Aqua,2
and,1
his,1
brother,1
water,0
drops,0
telling,2
each,2
other,1
about,1
their,1
wonderful,1
journey,1
around,1
the,1
world.,0
It,1
was,1
cold,5
and,4
nearly,4
dark,3
on,3
the,3
last,3
evening,3
of,3
the,3
old,3
"year,",4
and,1
the,2
snow,1
was,1
falling,1
fast,2
and,1
furious.,0
A,1
little,1
girl,2
no,3
one,2
sheltered,2
from,2
the,2
gelid,2
air,1
roamed,3
through,3
the,3
streets,2
with,2
a,2
bare,2
head,3
and,2
naked,2
"feet,",2
looking,2
as,2
poor,1
as,1
a,1
church,1
mouse.,0
It's,2
true,2
she,2
had,4
on,3
a,3
pair,3
of,3
slippers,2
her,3
mother,3
had,3
once,3
given,3
her,2
when,2
she,2
left,2
"home,",2
but,0
they,1
were,1
as,1
much,1
use,2
to,2
her,1
as,1
a,1
chocolate,1
teapot.,0
The,1
slippers,2
owned,2
by,2
her,2
mother,1
were,1
so,1
large,1
that,1
the,2
emaciated,2
little,2
creature,1
had,1
lost,2
them,1
while,1
running,1
across,1
the,1
street,1
to,1
avoid,1
two,1
carriages,1
that,1
were,1
rolling,2
along,1
at,1
a,1
terrible,1
rate.,0
One,2
of,2
the,2
slippers,1
she,1
could,1
not,1
"find,",4
and,1
a,1
boy,0
seized,2
upon,1
the,1
"other,",0
saying,1
that,1
he,1
could,1
use,2
it,1
as,1
a,1
home,1
for,1
his,1
little,1
pet,1
mouse.,0
So,2
with,2
her,2
naked,2
"feet,",4
which,2
were,2
quite,2
red,4
and,3
blue,2
with,2
the,2
"cold,",2
the,2
little,2
girl,1
went,2
"on,",2
wondering,1
how,1
she,1
would,1
get,1
through,1
this,1
dreadful,1
night.,0
She,1
approached,3
an,3
old,3
hovel,2
she,3
had,3
used,3
as,3
a,3
shelter,3
a,4
few,4
times,3
"before,",4
and,1
found,1
the,2
entrance,1
was,1
locked.,0
Tough,1
luck,1
for,1
the,1
girl!,0
This,1
day,1
was,1
even,1
worse,1
than,1
the,1
others.,0
No,1
Good,1
Samaritan,1
had,1
given,2
her,1
even,1
a,1
penny.,0
And,1
she,1
had,1
no,1
luck,0
selling,1
any,1
matches,1
that,1
she,1
carried,1
in,1
the,1
old,1
apron,1
her,2
grandmother,1
had,1
given,1
her.,0
Poor,1
little,1
"child,",0
she,1
looked,1
the,1
picture,1
of,1
misery.,0
On,1
her,1
"long,",2
fair,1
"hair,",4
which,2
hung,2
in,2
curls,2
on,2
her,2
"shoulders,",2
the,2
snowflakes,1
kept,3
"landing,",4
but,1
she,1
did,1
not,1
notice,2
them,1
as,1
she,1
shivered,1
along.,0
She,1
was,1
losing,3
strength,2
and,1
beginning,1
to,1
doubt,1
she,1
could,1
weather,1
this,1
storm.,0
It,1
was,1
New,1
"Year's,",7
and,1
the,2
girl,1
asked,2
herself,1
"why,",2
as,2
lights,2
shone,4
from,4
every,4
"window,",6
and,2
the,3
savory,3
smell,3
of,3
roast,3
goose,2
crept,3
out,2
on,2
the,2
"streets,",2
she,1
was,1
outside,1
all,1
alone.,0
"Exhausted,",2
she,1
finally,1
sat,2
down,1
in,1
a,1
corner,1
behind,1
the,1
little,1
bakery.,0
She,1
put,5
a,5
rag,5
she,5
had,5
found,4
over,4
her,4
legs,3
to,3
cover,3
"herself,",4
but,1
she,1
could,1
not,1
keep,2
off,1
the,1
cold.,0
The,1
"girl,",4
who,2
the,3
night,3
air,2
had,2
completely,2
"enveloped,",2
dared,3
not,2
go,2
"home,",2
for,1
she,1
had,1
sold,1
no,1
matches.,0
Her,1
father,1
had,1
been,1
mean,3
and,2
moody,1
ever,1
since,1
his,2
wife,1
had,1
gone,1
to,1
meet,1
her,1
Maker.,0
He,1
would,1
certainly,1
beat,3
"her,",4
as,2
he,2
has,2
done,2
several,1
times,2
in,2
the,2
weeks,2
"past,",2
because,1
she,1
had,1
not,1
earned,2
any,2
money,1
today.,0
"Besides,",2
it,1
was,1
almost,1
as,1
cold,2
at,2
home,1
as,2
"outside,",2
for,1
they,1
had,2
only,2
a,2
patchy,2
roof,1
to,1
cover,1
them.,0
The,1
girl's,3
little,1
hands,1
were,1
almost,1
frozen,2
solid,1
so,1
she,1
decided,1
that,1
a,2
burning,2
match,1
might,1
be,1
of,1
some,1
good.,0
'Scratch!',0
sounded,1
the,1
match,0
as,1
she,1
drew,2
it,1
out.,0
How,1
it,1
sputtered,1
as,1
it,1
burnt!,0
It,1
gave,1
a,1
"warm,",2
candle-like,1
bright,1
light,1
that,1
the,2
girl,1
hid,2
from,2
the,2
world,1
as,1
she,1
held,2
her,2
hand,1
over,1
it.,0
Why,1
had,1
no,2
one,1
wanted,1
to,1
buy,1
even,1
one,1
match?,0
A,1
wonderful,1
"light,",2
it,1
was,1
really.,0
It,1
seemed,2
to,2
the,2
girl,1
that,1
she,1
was,1
sitting,1
by,1
a,1
large,1
iron,1
"stove,",2
with,1
polished,1
brass,1
feet,2
and,1
a,1
brass,1
ornament.,0
How,1
the,2
fire,1
burned!,0
The,1
girl,1
was,1
pleased,2
and,1
the,2
fire,1
actually,1
seemed,2
so,2
warm,1
that,1
the,2
child,1
stretched,4
out,3
her,3
feet,2
as,2
if,2
to,2
warm,2
"them,",2
when,1
suddenly,1
the,2
flame,2
of,2
the,2
match,1
went,1
out.,0
It,1
was,1
a,1
"short,",2
stubby,1
match,1
that,1
the,2
little,2
girl,1
next,1
rubbed,1
on,1
the,1
wall.,0
It,1
burst,3
into,3
a,3
"flame,",4
and,1
lo,3
and,2
"behold,",2
the,2
girl,1
was,1
transported,2
from,2
her,2
dank,2
city,1
to,1
a,1
"beautiful,",2
sunny,1
forest.,0
She,1
heard,3
the,3
birds,3
chirping,2
and,1
she,1
was,1
surrounded,1
by,1
wildflowers,2
and,1
birches,1
as,1
white,1
as,1
snow.,0
A,1
little,1
squirrel,1
hid,4
some,4
food,3
in,3
the,3
ground,2
and,1
scurried,2
off,1
into,1
the,1
underbrush.,0
The,1
girl,1
was,1
"curious,",6
so,3
she,3
dug,5
some,5
squirrel,5
food,4
up,3
to,3
see,3
what,3
it,3
"was,",4
but,1
then,1
she,1
forgot,1
to,1
put,2
it,1
back.,0
The,1
squirrel,1
came,5
back,4
and,3
looked,3
in,3
its,3
hiding,3
"place,",4
but,1
the,2
food,1
was,2
nowhere,1
to,1
be,1
found.,0
Then,1
the,2
match,1
went,3
"out,",4
and,1
it,1
wasn't,2
the,1
forest,1
that,1
remained,1
before,1
her,1
eyes.,0
It,1
was,1
only,1
the,1
"thick,",2
"damp,",2
cold,1
wall.,0
The,1
girl,1
looked,4
despondently,3
into,3
the,3
sky,3
that,3
was,3
now,3
fully,3
darkened,2
and,1
suddenly,1
she,1
saw,1
a,2
star,1
"fall,",0
leaving,2
behind,2
it,1
a,1
bright,1
streak,1
of,1
fire.,0
'Someone,1
is,1
"dying,'",3
thought,1
the,1
little,1
girl.,0
It,1
was,1
her,1
old,1
"grandmother,",4
the,2
one,4
who,4
had,4
loved,4
her,4
the,4
"most,",6
and,2
the,2
one,2
who,2
the,3
girl,2
used,2
to,2
visit,2
every,2
"Sunday,",2
who,1
had,1
told,2
her,1
that,1
when,2
a,3
star,2
"falls,",2
a,2
soul,1
leaves,1
this,1
earth.,0
It,1
was,1
her,1
last,1
match,3
that,3
the,4
little,4
girl,3
now,3
rubbed,3
on,3
the,3
wall,2
and,1
the,2
light,1
again,1
shone,1
round,1
her.,0
Her,1
old,1
grandmother,1
in,2
the,2
brightness,1
"stood,",2
loving,1
in,1
her,1
appearance.,0
The,1
girl,1
understood,3
her,4
grandmother,3
would,3
soon,3
"disappear,",4
but,1
she,1
tried,1
to,1
play,1
for,1
time.,0
"'Grandmother,'",3
cried,1
the,2
little,2
"one,",2
'O,2
take,2
me,1
with,1
you!,0
I,1
know,1
you,1
will,1
go,2
away,1
when,1
the,2
match,1
burns,1
out!',0
The,1
girl,1
decided,2
to,2
light,2
the,2
whole,2
bundle,2
of,2
"matches,",2
in,2
order,1
to,1
keep,2
her,2
grandmother,1
there.,0
The,1
girl,1
saw,3
the,4
matches,3
glowed,3
with,3
a,3
light,3
that,3
was,3
brighter,3
than,3
the,3
"day,",4
and,1
her,2
grandmother,1
had,1
never,1
appeared,2
so,2
large,3
or,2
so,2
beautiful,1
as,1
she,1
did,1
in,1
the,1
light,1
of,1
the,1
little,1
matches.,0
The,1
grandmother,1
then,1
took,4
the,4
little,4
girl,3
in,3
her,3
